id,name,alias,created_at,updated_at,model,group,is_popular,is_moderated,added_by_user_id,connector_ids/0,connector_ids/1,connector_ids/2,connector_ids/3,connector_ids/4,connector_ids/5,connector_ids/6,connector_ids/7,connector_ids/8,connector_ids/9,connector_ids/10,connector_ids/11
266,Land Rover Range Rover Sport Plug-In Hybrid 2021,land_rover_range_rover_sport_plug-in_hybrid_2021,2022-04-20T11:35:30.528+02:00,2022-04-20T11:38:12.257+02:00,Range Rover Sport Plug-In Hybrid 2021,Land Rover,false,true,,18,17,16,7,,,,,,,,
267,Land Rover Range Rover Plug-In Hybrid 2021,land_rover_range_rover_plug-in_hybrid_2021,2022-04-20T11:35:30.529+02:00,2022-04-20T11:38:12.258+02:00,Range Rover Plug-In Hybrid 2021,Land Rover,false,true,,18,17,16,7,,,,,,,,
268,Land Rover Range Rover Velar Plug-In Hybrid 2021,land_rover_range_rover_velar_plug-in_hybrid_2021,2022-04-20T11:35:30.531+02:00,2022-04-20T11:38:12.259+02:00,Range Rover Velar Plug-In Hybrid 2021,Land Rover,false,true,,18,17,16,7,,,,,,,,
269,Land Rover Range Rover Evoque Plug-In Hybrid 2021,land_rover_range_rover_evoque_plug-in_hybrid_2021,2022-04-20T11:35:30.532+02:00,2022-04-20T11:38:12.260+02:00,Range Rover Evoque Plug-In Hybrid 2021,Land Rover,false,true,,18,17,16,7,,,,,,,,
270,Land Rover Defender Plug-In Hybrid 2021,land_rover_defender_plug-in_hybrid_2021,2022-04-20T11:35:30.533+02:00,2022-04-20T11:38:12.261+02:00,Defender Plug-In Hybrid 2021,Land Rover,false,true,,18,17,16,7,,,,,,,,
307,Kia Sorento Plug-In Hybrid 2021,kia_sorento_plug-in_hybrid_2021,2022-04-20T11:35:30.826+02:00,2022-04-20T11:38:12.299+02:00,Sorento Plug-In Hybrid 2021,Kia,false,true,,18,17,16,7,,,,,,,,
308,Vauxhall Mokka-e 2021,vauxhall_mokka-e_2021,2022-04-20T11:35:30.828+02:00,2022-04-20T11:38:12.301+02:00,Mokka-e 2021,Vauxhall,false,true,,7,16,2,17,15,18,,,,,,
309,Vauxhall Corsa-e 2021,vauxhall_corsa-e_2021,2022-04-20T11:35:30.829+02:00,2022-04-20T11:38:12.302+02:00,Corsa-e 2021,Vauxhall,false,true,,7,16,2,17,15,18,,,,,,
310,Vauxhall Vivaro-e 2021,vauxhall_vivaro-e_2021,2022-04-20T11:35:30.830+02:00,2022-04-20T11:38:12.303+02:00,Vivaro-e 2021,Vauxhall,false,true,,7,16,2,17,15,18,,,,,,
315,Volkswagen ABT e-Transporter,volkswagen_abt_e-transporter,2022-04-20T11:35:30.836+02:00,2022-04-20T11:38:12.309+02:00,ABT e-Transporter,Volkswagen,false,true,,7,16,2,17,15,18,,,,,,
316,Opel Mokka-e 2021,opel_mokka-e_2021,2022-04-20T11:35:30.837+02:00,2022-04-20T11:38:12.310+02:00,Mokka-e 2021,Opel,false,true,,7,2,17,15,18,,,,,,,
317,DFSK SERES-3,dfsk_seres-3,2022-04-20T11:35:30.838+02:00,2022-04-20T11:38:12.311+02:00,SERES-3,DFSK,false,true,,7,16,2,17,15,18,,,,,,
318,ZERO Automotive ZED70 Ti,zero_automotive_zed70_ti,2022-04-20T11:35:30.839+02:00,2022-04-20T11:38:12.312+02:00,ZED70 Ti,ZERO Automotive,false,true,,7,16,2,17,15,18,,,,,,
319,ZERO Automotive ZED70,zero_automotive_zed70,2022-04-20T11:35:30.841+02:00,2022-04-20T11:38:12.314+02:00,ZED70,ZERO Automotive,false,true,,7,16,2,17,15,18,,,,,,
320,Ford Escape Plug-In Hybrid 2021,ford_escape_plug-in_hybrid_2021,2022-04-20T11:35:30.842+02:00,2022-04-20T11:38:12.315+02:00,Escape Plug-In Hybrid 2021,Ford,false,true,,4,7,16,17,15,18,,,,,,
321,Ford Fusion Plug-In Hybrid Titanium 2021,ford_fusion_plug-in_hybrid_titanium_2021,2022-04-20T11:35:30.844+02:00,2022-04-20T11:38:12.316+02:00,Fusion Plug-In Hybrid Titanium 2021,Ford,false,true,,4,7,16,17,15,18,,,,,,
322,Ford Explorer Plug-In Hybrid 2021,ford_explorer_plug-in_hybrid_2021,2022-04-20T11:35:30.845+02:00,2022-04-20T11:38:12.317+02:00,Explorer Plug-In Hybrid 2021,Ford,false,true,,4,7,16,17,15,18,,,,,,
323,Ford Kuga Plug-In Hybrid 2021,ford_kuga_plug-in_hybrid_2021,2022-04-20T11:35:30.846+02:00,2022-04-20T11:38:12.318+02:00,Kuga Plug-In Hybrid 2021,Ford,false,true,,7,16,17,15,18,,,,,,,
324,DS 7 Crossback E-Tense,ds_7_crossback_e-tense,2022-04-20T11:35:30.847+02:00,2022-04-20T11:38:12.319+02:00,7 Crossback E-Tense,DS,false,true,,7,16,17,15,18,,,,,,,
325,BMW i3 2021,bmw_i3_2021,2022-04-20T11:35:30.848+02:00,2022-04-20T11:38:12.320+02:00,i3 2021,BMW,false,true,,4,7,16,2,17,15,18,,,,,
326,BMW X1 xDrive25e Plug-In Hybrid 2021,bmw_x1_xdrive25e_plug-in_hybrid_2021,2022-04-20T11:35:30.850+02:00,2022-04-20T11:38:12.321+02:00,X1 xDrive25e Plug-In Hybrid 2021,BMW,false,true,,7,16,17,15,18,,,,,,,
327,BMW X2 xDrive25e Plug-In Hybrid 2021,bmw_x2_xdrive25e_plug-in_hybrid_2021,2022-04-20T11:35:30.851+02:00,2022-04-20T11:38:12.322+02:00,X2 xDrive25e Plug-In Hybrid 2021,BMW,false,true,,7,16,17,15,18,,,,,,,
328,BMW 330e Plug-In Hybrid 2021,bmw_330e_plug-in_hybrid_2021,2022-04-20T11:35:30.852+02:00,2022-04-20T11:38:12.323+02:00,330e Plug-In Hybrid 2021,BMW,false,true,,4,7,16,17,15,18,,,,,,
329,BMW iX 2022,bmw_ix_2022,2022-04-20T11:35:30.853+02:00,2022-04-20T11:38:12.324+02:00,iX 2022,BMW,false,true,,7,16,2,17,15,18,,,,,,
330,BMW iX3 2021,bmw_ix3_2021,2022-04-20T11:35:30.855+02:00,2022-04-20T11:38:12.325+02:00,iX3 2021,BMW,false,true,,7,16,2,17,15,18,,,,,,
331,BMW 530e Plug-In Hybrid 2020,bmw_530e_plug-in_hybrid_2020,2022-04-20T11:35:30.856+02:00,2022-04-20T11:38:12.326+02:00,530e Plug-In Hybrid 2020,BMW,false,true,,4,7,16,17,15,18,,,,,,
332,BMW 530e Plug-In Hybrid 2021,bmw_530e_plug-in_hybrid_2021,2022-04-20T11:35:30.858+02:00,2022-04-20T11:38:12.327+02:00,530e Plug-In Hybrid 2021,BMW,false,true,,4,7,16,17,15,18,,,,,,
333,Peugeot e-Rifter,peugeot_e-rifter,2022-04-20T11:35:30.859+02:00,2022-04-20T11:38:12.328+02:00,e-Rifter,Peugeot,false,true,,2,17,16,7,,,,,,,,
334,Peugeot e-Traveller,peugeot_e-traveller,2022-04-20T11:35:30.860+02:00,2022-04-20T11:38:12.329+02:00,e-Traveller,Peugeot,false,true,,2,17,16,7,,,,,,,,
335,BMW 745e Plug-In Hybrid 2020,bmw_745e_plug-in_hybrid_2020,2022-04-20T11:35:30.861+02:00,2022-04-20T11:38:12.330+02:00,745e Plug-In Hybrid 2020,BMW,false,true,,18,17,16,7,,,,,,,,
336,BMW 745e Plug-In Hybrid 2021,bmw_745e_plug-in_hybrid_2021,2022-04-20T11:35:30.863+02:00,2022-04-20T11:38:12.331+02:00,745e Plug-In Hybrid 2021,BMW,false,true,,18,17,16,7,,,,,,,,
337,BMW 225xe Plug-In Hybrid 2020,bmw_225xe_plug-in_hybrid_2020,2022-04-20T11:35:30.865+02:00,2022-04-20T11:38:12.332+02:00,225xe Plug-In Hybrid 2020,BMW,false,true,,18,17,16,7,,,,,,,,
338,BMW 225xe Plug-In Hybrid 2021,bmw_225xe_plug-in_hybrid_2021,2022-04-20T11:35:30.866+02:00,2022-04-20T11:38:12.333+02:00,225xe Plug-In Hybrid 2021,BMW,false,true,,18,17,16,7,,,,,,,,
339,BMW i4 eDrive40 2021,bmw_i4_edrive40_2021,2022-04-20T11:35:30.868+02:00,2022-04-20T11:38:12.334+02:00,i4 eDrive40 2021,BMW,false,true,,7,16,2,17,18,,,,,,,
340,BMW iX 2021,bmw_ix_2021,2022-04-20T11:35:30.869+02:00,2022-04-20T11:38:12.335+02:00,iX 2021,BMW,false,true,,7,16,2,17,18,,,,,,,
342,Honda e 2021,honda_e_2021,2022-04-20T11:35:30.872+02:00,2022-04-20T11:38:12.337+02:00,e 2021,Honda,false,true,,7,16,2,17,15,,,,,,,
303,Kia Niro EV 2021,kia_niro_ev_2021,2022-04-20T11:35:30.821+02:00,2022-04-20T11:38:12.296+02:00,Niro EV 2021,Kia,false,true,,7,16,2,17,18,,,,,,,
304,Kia Niro Plug-In Hybrid 2021,kia_niro_plug-in_hybrid_2021,2022-04-20T11:35:30.822+02:00,2022-04-20T11:38:12.297+02:00,Niro Plug-In Hybrid 2021,Kia,false,true,,18,17,16,7,,,,,,,,
305,Kia Ceed Sportswagon Plug-in Hybrid 2021,kia_ceed_sportswagon_plug-in_hybrid_2021,2022-04-20T11:35:30.824+02:00,2022-04-20T11:38:12.298+02:00,Ceed Sportswagon Plug-in Hybrid 2021,Kia,false,true,,18,17,16,7,,,,,,,,
306,Kia XCeed Plug-In Hybrid 2021,kia_xceed_plug-in_hybrid_2021,2022-04-20T11:35:30.825+02:00,2022-04-20T11:38:12.298+02:00,XCeed Plug-In Hybrid 2021,Kia,false,true,,18,17,16,7,,,,,,,,
311,Opel Corsa-e 2021,opel_corsa-e_2021,2022-04-20T11:35:30.831+02:00,2022-04-20T11:38:12.304+02:00,Corsa-e 2021,Opel,false,true,,7,16,2,17,15,18,,,,,,
312,Opel Grandland X Plug-In Hybrid 2021,opel_grandland_x_plug-in_hybrid_2021,2022-04-20T11:35:30.832+02:00,2022-04-20T11:38:12.305+02:00,Grandland X Plug-In Hybrid 2021,Opel,false,true,,15,18,17,7,,,,,,,,
313,Vauxhall Grandland X Plug-In Hybrid 2021,vauxhall_grandland_x_plug-in_hybrid_2021,2022-04-20T11:35:30.834+02:00,2022-04-20T11:38:12.307+02:00,Grandland X Plug-In Hybrid 2021,Vauxhall,false,true,,17,16,7,,,,,,,,,
314,Volkswagen ABT e-Caddy,volkswagen_abt_e-caddy,2022-04-20T11:35:30.835+02:00,2022-04-20T11:38:12.308+02:00,ABT e-Caddy,Volkswagen,false,true,,7,16,2,17,15,18,,,,,,
345,Hyundai Ioniq Plug-In Hybrid 2020,hyundai_ioniq_plug-in_hybrid_2020,2022-04-20T11:35:30.875+02:00,2022-04-20T11:38:12.340+02:00,Ioniq Plug-In Hybrid 2020,Hyundai,false,true,,7,16,17,15,18,,,,,,,
356,SAIC Maxus eDeliver 3,saic_maxus_edeliver_3,2022-04-20T11:35:30.888+02:00,2022-04-20T11:38:12.350+02:00,Maxus eDeliver 3,SAIC,false,true,,7,16,17,15,18,,,,,,,
357,SAIC Maxus eDeliver 9,saic_maxus_edeliver_9,2022-04-20T11:35:30.889+02:00,2022-04-20T11:38:12.352+02:00,Maxus eDeliver 9,SAIC,false,true,,7,16,2,17,15,18,,,,,,
358,Volkswagen Arteon Shooting Brake Plug-In Hybrid,volkswagen_arteon_shooting_brake_plug-in_hybrid,2022-04-20T11:35:30.890+02:00,2022-04-20T11:38:12.355+02:00,Arteon Shooting Brake Plug-In Hybrid,Volkswagen,false,true,,7,16,17,15,18,,,,,,,
359,Volkswagen Arteon Plug-In Hybrid,volkswagen_arteon_plug-in_hybrid,2022-04-20T11:35:30.891+02:00,2022-04-20T11:38:12.357+02:00,Arteon Plug-In Hybrid,Volkswagen,false,true,,7,16,17,15,18,,,,,,,
360,Audi RS e-tron GT 2022,audi_rs_e-tron_gt_2022,2022-04-20T11:35:30.892+02:00,2022-04-20T11:38:12.358+02:00,RS e-tron GT 2022,Audi,false,true,,7,16,2,17,15,18,,,,,,
361,Audi Q3 Plug-In Hybrid 2022,audi_q3_plug-in_hybrid_2022,2022-04-20T11:35:30.893+02:00,2022-04-20T11:38:12.360+02:00,Q3 Plug-In Hybrid 2022,Audi,false,true,,7,16,17,15,18,,,,,,,
362,Audi Q3 Sportback Plug-In Hybrid 2022,audi_q3_sportback_plug-in_hybrid_2022,2022-04-20T11:35:30.895+02:00,2022-04-20T11:38:12.362+02:00,Q3 Sportback Plug-In Hybrid 2022,Audi,false,true,,7,16,17,15,18,,,,,,,
363,Audi A3 Sportback Plug-In Hybrid 2020,audi_a3_sportback_plug-in_hybrid_2020,2022-04-20T11:35:30.896+02:00,2022-04-20T11:38:12.363+02:00,A3 Sportback Plug-In Hybrid 2020,Audi,false,true,,4,7,16,17,15,18,,,,,,
364,Audi A3 Sportback Plug-In Hybrid 2021,audi_a3_sportback_plug-in_hybrid_2021,2022-04-20T11:35:30.897+02:00,2022-04-20T11:38:12.365+02:00,A3 Sportback Plug-In Hybrid 2021,Audi,false,true,,7,16,17,15,18,,,,,,,
365,SAIC Marvel R,saic_marvel_r,2022-04-20T11:35:30.898+02:00,2022-04-20T11:38:12.366+02:00,Marvel R,SAIC,false,true,,7,16,2,17,15,18,,,,,,
366,Mini Cooper SE 2022,mini_cooper_se_2022,2022-04-20T11:35:30.899+02:00,2022-04-20T11:38:12.367+02:00,Cooper SE 2022,Mini,false,true,,4,7,16,2,17,15,18,,,,,
367,Mercedes GLC300de,mercedes_glc300de,2022-04-20T11:35:30.900+02:00,2022-04-20T11:38:12.369+02:00,GLC300de,Mercedes,false,true,,7,16,17,15,18,,,,,,,
368,Suzuki Across Plug-In Hybrid,suzuki_across_plug-in_hybrid,2022-04-20T11:35:30.901+02:00,2022-04-20T11:38:12.370+02:00,Across Plug-In Hybrid,Suzuki,false,true,,7,16,17,15,18,,,,,,,
369,Kia Soul EV 2021,kia_soul_ev_2021,2022-04-20T11:35:30.903+02:00,2022-04-20T11:38:12.371+02:00,Soul EV 2021,Kia,false,true,,7,16,2,17,15,18,,,,,,
370,Nissan LEAF 2022,nissan_leaf_2022,2022-04-20T11:35:30.904+02:00,2022-04-20T11:38:12.372+02:00,LEAF 2022,Nissan,false,true,,17,3,16,7,,,,,,,,
371,Citroën e-Jumpy,citroën_e-jumpy,2022-04-20T11:35:30.905+02:00,2022-04-20T11:38:12.374+02:00,e-Jumpy,Citroën,false,true,,7,16,2,17,15,18,,,,,,
372,Citroën e-Dispatch,citroën_e-dispatch,2022-04-20T11:35:30.906+02:00,2022-04-20T11:38:12.375+02:00,e-Dispatch,Citroën,false,true,,7,16,2,17,15,18,,,,,,
373,BYD e3,byd_e3,2022-04-20T11:35:30.907+02:00,2022-04-20T11:38:12.376+02:00,e3,BYD,false,true,,7,16,2,17,15,18,,,,,,
374,Lynk & Co 01 Plug-In Hybrid,lynk_&_co_01_plug-in_hybrid,2022-04-20T11:35:30.908+02:00,2022-04-20T11:38:12.378+02:00,01 Plug-In Hybrid,Lynk & Co,false,true,,7,16,17,15,18,,,,,,,
375,Ather Energy Ather 450X,ather_energy_ather_450x,2022-04-20T11:35:30.909+02:00,2022-04-20T11:38:12.379+02:00,Ather 450X,Ather Energy,false,true,,7,16,17,15,18,,,,,,,
376,Ather Energy Ather 450,ather_energy_ather_450,2022-04-20T11:35:30.910+02:00,2022-04-20T11:38:12.380+02:00,Ather 450,Ather Energy,false,true,,7,16,17,15,18,,,,,,,
377,Bajaj Chetak,bajaj_chetak,2022-04-20T11:35:30.911+02:00,2022-04-20T11:38:12.383+02:00,Chetak,Bajaj Auto,false,true,,7,16,17,15,18,,,,,,,
378,Hero Electric Photon HX,hero_electric_photon_hx,2022-04-20T11:35:30.913+02:00,2022-04-20T11:38:12.388+02:00,Photon HX,Hero Electric,false,true,,7,16,17,15,18,,,,,,,
379,Hero Electric Optima,hero_electric_optima,2022-04-20T11:35:30.914+02:00,2022-04-20T11:38:12.390+02:00,Optima,Hero Electric,false,true,,7,16,17,15,18,,,,,,,
380,Hero Electric Nyx,hero_electric_nyx,2022-04-20T11:35:30.915+02:00,2022-04-20T11:38:12.391+02:00,Nyx,Hero Electric,false,true,,7,16,17,15,18,,,,,,,
381,SAIC Maxus Euniq 5,saic_maxus_euniq_5,2022-04-20T11:35:30.917+02:00,2022-04-20T11:38:12.392+02:00,Maxus Euniq 5,SAIC,false,true,,7,16,17,15,18,,,,,,,
383,Vectrix VX-1,vectrix_vx-1,2022-04-20T11:35:30.919+02:00,2022-04-20T11:38:12.394+02:00,VX-1,Vectrix,false,true,,18,17,16,7,,,,,,,,
384,Vectrix VX-2,vectrix_vx-2,2022-04-20T11:35:30.920+02:00,2022-04-20T11:38:12.395+02:00,VX-2,Vectrix,false,true,,18,17,16,7,,,,,,,,
344,Hyundai Plug-In Hybrid 2019,hyundai_plug-in_hybrid_2019,2022-04-20T11:35:30.874+02:00,2022-04-20T11:38:12.339+02:00,Ioniq Plug-In Hybrid 2019,Hyundai,false,true,,4,7,16,17,15,18,,,,,,
346,Hyundai Ioniq Plug-In Hybrid 2021,hyundai_ioniq_plug-in_hybrid_2021,2022-04-20T11:35:30.877+02:00,2022-04-20T11:38:12.341+02:00,Ioniq Plug-In Hybrid 2021,Hyundai,false,true,,7,16,17,15,18,,,,,,,
347,Hyundai Ioniq 5 2022,hyundai_ioniq_5_2022,2022-04-20T11:35:30.878+02:00,2022-04-20T11:38:12.342+02:00,Ioniq 5 2022,Hyundai,false,true,,4,7,16,2,17,18,,,,,,
348,GAC Aion V,gac_aion_v,2022-04-20T11:35:30.879+02:00,2022-04-20T11:38:12.343+02:00,V,GAC Aion,false,true,,7,16,2,17,15,18,,,,,,
349,GAC Aion Y,gac_aion_y,2022-04-20T11:35:30.880+02:00,2022-04-20T11:38:12.344+02:00,Y,GAC Aion,false,true,,7,16,2,17,15,18,,,,,,
350,GAC Aion S,gac_aion_s,2022-04-20T11:35:30.881+02:00,2022-04-20T11:38:12.344+02:00,S,GAC Aion,false,true,,7,16,2,17,15,18,,,,,,
351,GAC Aion LX,gac_aion_lx,2022-04-20T11:35:30.882+02:00,2022-04-20T11:38:12.345+02:00,LX,GAC Aion,false,true,,7,16,2,17,15,18,,,,,,
352,Citroën C5 Aircross Plug-In Hybrid,citroën_c5_aircross_plug-in_hybrid,2022-04-20T11:35:30.883+02:00,2022-04-20T11:38:12.346+02:00,C5 Aircross Plug-In Hybrid,Citroën,false,true,,7,16,17,15,18,,,,,,,
353,Jeep Renegade 4xe Plug-In Hybrid 2021,jeep_renegade_4xe_plug-in_hybrid_2021,2022-04-20T11:35:30.884+02:00,2022-04-20T11:38:12.347+02:00,Renegade 4xe Plug-In Hybrid 2021,Jeep,false,true,,7,16,17,15,18,,,,,,,
354,Jeep Compass 4xe Plug-In Hybrid 2021,jeep_compass_4xe_plug-in_hybrid_2021,2022-04-20T11:35:30.885+02:00,2022-04-20T11:38:12.348+02:00,Compass 4xe Plug-In Hybrid 2021,Jeep,false,true,,7,16,17,15,18,,,,,,,
389,Volvo S60 Recharge Plug-In Hybrid 2021,volvo_s60_recharge_plug-in_hybrid_2021,2022-04-20T11:35:30.926+02:00,2022-04-20T11:38:12.400+02:00,S60 Recharge Plug-In Hybrid 2021,Volvo,false,true,,4,7,16,17,15,18,,,,,,
390,Volvo S60 Recharge Plug-In Hybrid 2022,volvo_s60_recharge_plug-in_hybrid_2022,2022-04-20T11:35:30.928+02:00,2022-04-20T11:38:12.401+02:00,S60 Recharge Plug-In Hybrid 2022,Volvo,false,true,,4,7,16,17,15,18,,,,,,
391,Volvo V60 Recharge Plug-In Hybrid 2022,volvo_v60_recharge_plug-in_hybrid_2022,2022-04-20T11:35:30.929+02:00,2022-04-20T11:38:12.401+02:00,V60 Recharge Plug-In Hybrid 2022,Volvo,false,true,,4,7,16,17,15,18,,,,,,
392,Volvo XC90 Recharge Plug-In Hybrid 2021,volvo_xc90_recharge_plug-in_hybrid_2021,2022-04-20T11:35:30.930+02:00,2022-04-20T11:38:12.402+02:00,XC90 Recharge Plug-In Hybrid 2021,Volvo,false,true,,4,7,16,17,15,18,,,,,,
395,Volvo XC60 Recharge Plug-in Hybrid 2021,volvo_xc60_recharge_plug-in_hybrid_2021,2022-04-20T11:35:30.933+02:00,2022-04-20T11:38:12.405+02:00,XC60 Recharge Plug-in Hybrid 2021,Volvo,false,true,,4,7,16,17,15,18,,,,,,
396,Volvo XC60 Recharge Plug-in Hybrid 2022,volvo_xc60_recharge_plug-in_hybrid_2022,2022-04-20T11:35:30.934+02:00,2022-04-20T11:38:12.406+02:00,XC60 Recharge Plug-in Hybrid 2022,Volvo,false,true,,4,7,16,17,15,18,,,,,,
397,Volvo XC40 Recharge Plug-In Hybrid 2021,volvo_xc40_recharge_plug-in_hybrid_2021,2022-04-20T11:35:30.935+02:00,2022-04-20T11:38:12.406+02:00,XC40 Recharge Plug-In Hybrid 2021,Volvo,false,true,,18,17,16,7,,,,,,,,
443,Great Wall ORA Good Cat,great_wall_ora_good_cat,2022-04-20T11:35:30.990+02:00,2022-04-20T11:38:12.446+02:00,ORA Good Cat,Great Wall,false,true,,2,17,7,,,,,,,,,
398,Volvo XC40 Recharge Plug-In Hybrid 2022,volvo_xc40_recharge_plug-in_hybrid_2022,2022-04-20T11:35:30.937+02:00,2022-04-20T11:38:12.407+02:00,XC40 Recharge Plug-In Hybrid 2022,Volvo,false,true,,18,17,16,7,,,,,,,,
399,Volvo S90 Recharge Plug-In Hybrid 2020,volvo_s90_recharge_plug-in_hybrid_2020,2022-04-20T11:35:30.938+02:00,2022-04-20T11:38:12.408+02:00,S90 Recharge Plug-In Hybrid 2020,Volvo,false,true,,4,7,16,17,15,18,,,,,,
400,Volvo S90 Recharge Plug-In Hybrid 2021,volvo_s90_recharge_plug-in_hybrid_2021,2022-04-20T11:35:30.940+02:00,2022-04-20T11:38:12.409+02:00,S90 Recharge Plug-In Hybrid 2021,Volvo,false,true,,4,7,16,17,15,18,,,,,,
401,Volvo S90 Recharge Plug-In Hybrid 2022,volvo_s90_recharge_plug-in_hybrid_2022,2022-04-20T11:35:30.941+02:00,2022-04-20T11:38:12.410+02:00,S90 Recharge Plug-In Hybrid 2022,Volvo,false,true,,4,7,16,17,15,18,,,,,,
402,Lexus NX 450h+ Plug-In Hybrid 2022,lexus_nx_450h+_plug-in_hybrid_2022,2022-04-20T11:35:30.942+02:00,2022-04-20T11:38:12.410+02:00,NX 450h+ Plug-In Hybrid 2022,Lexus,false,true,,15,4,7,,,,,,,,,
403,BYD S1 Pro,byd_s1_pro,2022-04-20T11:35:30.943+02:00,2022-04-20T11:38:12.411+02:00,S1 Pro,BYD,false,true,,4,16,2,17,15,18,,,,,,
404,Kia Niro EV 2022,kia_niro_ev_2022,2022-04-20T11:35:30.944+02:00,2022-04-20T11:38:12.412+02:00,Niro EV 2022,Kia,false,true,,7,16,2,17,18,,,,,,,
405,Peugeot 308 Plug-In Hybrid,peugeot_308_plug-in_hybrid,2022-04-20T11:35:30.945+02:00,2022-04-20T11:38:12.413+02:00,308 Plug-In Hybrid,Peugeot,false,true,,17,16,7,,,,,,,,,
406,Peugeot 308 SW Plug-In Hybrid,peugeot_308_sw_plug-in_hybrid,2022-04-20T11:35:30.946+02:00,2022-04-20T11:38:12.413+02:00,308 SW Plug-In Hybrid,Peugeot,false,true,,17,16,7,,,,,,,,,
407,Kia Niro Plug-In Hybrid 2022,kia_niro_plug-in_hybrid_2022,2022-04-20T11:35:30.947+02:00,2022-04-20T11:38:12.414+02:00,Niro Plug-In Hybrid 2022,Kia,false,true,,18,17,16,7,,,,,,,,
408,Kia Sorento Plug-In Hybrid 2022,kia_sorento_plug-in_hybrid_2022,2022-04-20T11:35:30.949+02:00,2022-04-20T11:38:12.415+02:00,Sorento Plug-In Hybrid 2022,Kia,false,true,,18,17,16,7,,,,,,,,
409,Kia XCeed Plug-In Hybrid 2022,kia_xceed_plug-in_hybrid_2022,2022-04-20T11:35:30.950+02:00,2022-04-20T11:38:12.416+02:00,XCeed Plug-In Hybrid 2022,Kia,false,true,,18,17,16,7,,,,,,,,
410,JAC E-JS1,jac_e-js1,2022-04-20T11:35:30.952+02:00,2022-04-20T11:38:12.416+02:00,E-JS1,JAC,false,true,,7,16,2,17,18,,,,,,,
411,JAC E-JS4,jac_e-js4,2022-04-20T11:35:30.953+02:00,2022-04-20T11:38:12.417+02:00,E-JS4,JAC,false,true,,7,16,2,17,18,,,,,,,
412,JAC iEV20,jac_iev20,2022-04-20T11:35:30.954+02:00,2022-04-20T11:38:12.418+02:00,iEV20,JAC,false,true,,7,16,2,17,18,,,,,,,
